Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,27.760000,28.020000,27.110001,27.320000,26.327557,98037100
2018-11-05,27.500000,28.160000,27.410000,28.160000,27.137043,60389900
2018-11-06,27.299999,28.299999,26.990000,27.190001,26.202280,95344400
2018-11-07,27.610001,27.650000,26.260000,26.299999,25.344610,95817100
2018-11-08,26.799999,27.030001,25.350000,25.350000,24.429121,119096300
2018-11-09,25.200001,25.719999,24.680000,25.459999,24.535126,94206400
2018-11-12,25.540001,25.920000,25.290001,25.330000,24.409849,63162600
2018-11-13,25.320000,25.320000,23.950001,24.240000,23.359444,112776300
2018-11-14,24.240000,25.190001,23.910000,25.100000,24.188204,104423900
2018-11-16,25.389999,26.040001,25.170000,25.799999,24.862774,100628900
2018-11-19,25.559999,26.290001,25.430000,26.000000,25.055510,79946400
2018-11-21,25.100000,25.480000,25.010000,25.170000,24.255661,77228100
2018-11-22,25.280001,25.360001,25.070000,25.150000,24.333061,31253600
2018-11-23,24.650000,24.799999,24.010000,24.370001,23.578400,77961200
2018-11-26,24.799999,24.990000,24.049999,24.250000,23.462296,62111600
2018-11-27,24.370001,25.700001,24.270000,25.530001,24.700720,90759000
2018-11-28,25.500000,25.870001,25.049999,25.379999,24.555590,92811300
2018-11-29,24.959999,25.500000,24.879999,25.170000,24.352413,65584300
2018-11-30,25.110001,25.559999,25.070000,25.459999,24.632992,90874500
2018-12-03,26.299999,26.530001,25.799999,25.940001,25.097401,90530000
2018-12-04,26.250000,26.330000,25.340000,25.340000,24.516890,66867500
2018-12-05,25.469999,25.719999,24.950001,25.559999,24.729744,54183300
2018-12-06,24.990000,25.120001,24.309999,24.590000,23.791252,99037200
2018-12-07,24.520000,25.469999,24.450001,24.770000,23.965406,87994700
2018-12-10,24.770000,24.900000,23.440001,23.440001,22.678608,73871100
2018-12-11,23.920000,24.070000,23.070000,23.290001,22.533480,64017600
2018-12-12,23.740000,23.900000,23.200001,23.299999,22.543154,63296400
2018-12-13,23.290001,23.450001,22.959999,23.360001,22.601206,61946100
2018-12-14,23.080000,23.330000,22.959999,23.049999,22.301275,45231700
2018-12-17,23.219999,23.270000,22.799999,22.870001,22.127123,53832000
2018-12-18,22.780001,22.799999,22.000000,22.000000,21.285381,74740000
2018-12-19,22.500000,23.049999,22.059999,22.250000,21.527262,171157500
2018-12-20,22.309999,22.320000,21.350000,21.490000,20.791948,141767000
2018-12-21,21.400000,21.980000,21.250000,21.549999,20.849998,90384300
2018-12-26,20.590000,21.680000,20.420000,21.680000,21.680000,77104200
2018-12-27,21.520000,21.980000,21.280001,21.670000,21.670000,74083700
2018-12-28,22.110001,22.830000,22.080000,22.780001,22.780001,54680200
